,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,last_scraped,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,bathrooms_text,price,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable
78,1,1,59.2596,18.02515,1,1.0,1.0,2.0,1,1125,1,1,1125,1125,0,0,0,0,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,0,1,0,2024-12-30,2013-08-11,,,,f,t,f,Private room in rental unit,Private room,1 bath,,,2024-12-30,,,f
79,2,3,59.27477,17.8875,5,2.0,3.0,3.0,6,17,6,6,1125,1125,30,60,90,90,14,1,0,4.71,4.86,4.31,5.0,4.93,4.79,4.71,,1,1,0,0,2024-12-30,2013-08-13,,,40%,f,t,t,Entire townhouse,Entire home/apt,2 baths,"$1,499.00",t,2024-12-30,2016-08-08,2024-08-12,f
80,1,3,59.30034,17.98018,2,1.0,1.0,2.0,6,10,6,6,10,10,27,57,87,177,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,1,0,0,2024-12-30,2013-08-18,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,500.00",t,2024-12-30,,,f
81,1,1,59.2846,18.09112,5,1.0,2.0,2.0,4,1125,4,4,1125,1125,0,0,0,0,16,0,0,4.88,4.88,5.0,5.0,5.0,4.88,4.88,,1,1,0,0,2024-12-30,2013-08-20,,,,f,t,t,Entire home,Entire home/apt,1.5 baths,,t,2024-12-30,2014-06-02,2019-07-23,t
82,4,4,59.30522,17.97684,1,1.5,1.0,1.0,30,1125,30,30,1125,1125,29,59,89,364,17,3,0,4.65,4.63,3.75,4.81,4.94,4.81,4.44,,4,0,4,0,2024-12-30,2013-08-25,within a day,50%,31%,f,t,t,Private room in rental unit,Private room,1.5 shared baths,$229.00,t,2024-12-30,2014-12-13,2024-11-29,f
83,1,3,59.28507,18.07657,11,1.0,4.0,2.0,5,21,5,5,21,21,0,0,0,0,24,3,0,4.96,4.75,4.92,5.0,5.0,4.79,4.88,,1,1,0,0,2024-12-30,2012-02-13,,,80%,f,t,t,Entire villa,Entire home/apt,2.5 baths,,t,2024-12-30,2015-08-09,2024-07-24,f
84,1,2,59.32443,18.07014,4,1.0,1.0,1.0,3,1125,3,3,1125,1125,27,30,30,95,263,42,1,4.58,4.71,4.61,4.87,4.85,4.92,4.53,,1,1,0,0,2024-12-30,2013-07-03,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,686.00",t,2024-12-30,2015-09-29,2024-12-13,t
85,1,6,59.34872,18.0584,3,1.0,1.0,2.0,3,3,3,3,3,3,30,60,90,180,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1,1,0,0,2024-12-30,2013-09-03,,,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2016-06-06,2016-06-06,f
86,1,3,59.31892,18.07324,4,1.0,3.0,3.0,3,7,3,3,7,7,28,58,88,178,35,0,0,4.97,4.83,4.91,4.91,4.97,5.0,4.66,,1,1,0,0,2024-12-30,2013-02-28,a few days or more,0%,0%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$3,400.00",t,2024-12-30,2014-06-10,2023-07-22,f
87,1,1,59.32465,18.07507,2,1.0,1.0,2.0,3,1125,3,3,1125,1125,0,0,0,0,290,61,3,4.79,4.79,4.81,4.95,4.92,4.98,4.77,,1,1,0,0,2024-12-30,2013-09-07,within an hour,100%,100%,t,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,690.00",t,2024-12-30,2014-10-06,2024-12-23,f
88,2,4,59.31311,18.08324,3,1.0,1.0,2.0,3,40,2,3,40,40,24,27,27,27,220,77,4,4.94,4.94,4.94,4.87,4.9,4.93,4.89,,1,1,0,0,2024-12-30,2013-09-09,within an hour,100%,99%,f,t,t,Entire loft,Entire home/apt,1 bath,"$1,543.00",t,2024-12-30,2014-11-03,2024-12-28,f
89,1,1,59.30509,18.01309,1,1.0,1.0,2.0,2,1125,2,2,1125,1125,1,1,1,1,48,0,0,4.85,4.74,4.98,4.87,4.88,4.64,4.64,,1,0,1,0,2024-12-30,2013-05-06,within a day,100%,0%,f,t,t,Private room in rental unit,Private room,1 shared bath,,t,2024-12-30,2013-12-19,2019-06-04,f
90,3,3,59.31729,18.06978,5,2.0,3.0,4.0,2,4,3,3,4,4,0,0,0,4,10,2,0,5.0,5.0,5.0,4.9,5.0,4.9,5.0,,1,1,0,0,2024-12-30,2013-09-21,within a few hours,100%,38%,f,t,t,Entire rental unit,Entire home/apt,2 baths,"$4,000.00",t,2024-12-30,2015-08-09,2024-06-03,f
91,1,1,59.31873252935418,18.06506834512685,2,1.0,1.0,1.0,3,30,1,3,1125,1125,24,54,75,337,296,42,2,4.88,4.9,4.64,4.91,4.96,4.95,4.81,,1,0,1,0,2024-12-30,2013-10-03,within an hour,100%,100%,t,t,t,Private room in rental unit,Private room,1 shared bath,$950.00,t,2024-12-30,2015-07-03,2024-12-17,t
92,1,1,59.31455,18.08412,3,1.0,1.0,2.0,2,1125,2,2,1125,1125,0,0,0,20,23,0,0,4.87,4.77,4.82,5.0,4.95,4.86,4.82,,1,1,0,0,2024-12-30,2013-11-07,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,100.00",t,2024-12-30,2015-05-10,2019-10-20,f
93,1,2,59.27087,17.971,7,2.0,4.0,4.0,7,60,7,7,60,60,23,53,83,263,10,0,0,5.0,4.78,5.0,5.0,4.89,4.89,5.0,,1,1,0,0,2024-12-30,2011-04-17,,,,f,t,t,Entire home,Entire home/apt,2 baths,"$8,000.00",t,2024-12-30,2014-07-19,2022-08-20,f
94,1,1,59.2815836,18.0275256,4,1.0,1.0,2.0,2,1125,2,2,1125,1125,27,57,84,264,41,25,1,4.85,4.85,4.71,4.93,4.85,4.88,4.85,,1,1,0,0,2024-12-30,2013-11-20,within a day,100%,91%,t,t,t,Entire home,Entire home/apt,1 bath,$799.00,t,2024-12-30,2023-08-24,2024-12-09,f
95,1,3,59.32446,17.93298,7,1.0,4.0,2.0,3,1125,3,3,1125,1125,0,0,0,0,2,0,0,5.0,4.5,4.0,5.0,5.0,5.0,4.5,,1,1,0,0,2024-12-30,2013-11-22,,,,f,t,t,Entire home,Entire home/apt,2 baths,,t,2024-12-30,2014-01-06,2015-08-15,f
96,2,2,59.29226,17.92663,2,1.5,1.0,2.0,2,1125,2,2,1125,1125,30,60,90,365,114,10,0,4.86,4.85,4.85,4.88,4.9,4.64,4.77,,2,0,2,0,2024-12-30,2013-05-11,within an hour,100%,100%,t,t,t,Private room in townhouse,Private room,1.5 shared baths,$590.00,t,2024-12-30,2014-02-08,2024-09-10,f
97,2,2,59.29336,17.92649,2,1.5,1.0,1.0,2,365,2,2,365,365,30,60,90,365,67,3,0,4.76,4.81,4.79,4.88,4.91,4.61,4.75,,2,0,2,0,2024-12-30,2013-05-11,within an hour,100%,100%,t,t,t,Private room in townhouse,Private room,1.5 shared baths,$690.00,t,2024-12-30,2014-02-21,2024-09-12,f
98,1,1,59.31926,18.04005,5,1.0,4.0,2.0,4,90,4,4,90,90,0,0,0,0,58,0,0,4.84,4.86,4.62,4.9,4.9,4.86,4.67,,1,1,0,0,2024-12-30,2013-09-24,,,,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,,t,2024-12-30,2014-06-11,2022-08-05,f
99,1,1,59.27742,18.13,4,1.0,2.0,2.0,9,29,9,9,29,29,0,0,0,0,5,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1,1,0,0,2024-12-30,2013-12-20,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2018-07-15,2023-07-24,f
100,1,1,59.298818865083405,17.978867813944817,3,1.0,1.0,1.0,1,365,1,1,365,365,26,56,86,86,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1,1,0,0,2024-12-30,2013-12-23,within a day,78%,29%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,050.00",t,2024-12-30,2024-07-16,2024-08-13,f
101,1,6,59.33819,18.06881,3,1.5,2.0,2.0,90,100,90,90,100,100,0,26,56,146,100,0,0,4.84,4.9,4.96,4.95,4.97,4.87,4.8,,1,1,0,0,2024-12-30,2013-11-27,within a day,100%,,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,$850.00,t,2024-12-30,2014-03-18,2020-09-17,f
102,1,2,59.30883,18.0631,4,1.0,2.0,2.0,6,1125,6,6,1125,1125,0,0,0,0,9,2,0,4.89,4.89,4.89,4.78,5.0,4.78,4.56,,1,1,0,0,2024-12-30,2011-07-06,,,57%,f,t,t,Entire condo,Entire home/apt,1 bath,,t,2024-12-30,2016-11-05,2024-08-10,f
103,2,2,59.26965,18.06399,16,2.5,6.0,10.0,2,1125,2,2,1125,1125,25,55,75,272,282,19,2,4.79,4.87,4.77,4.9,4.88,4.73,4.72,,2,2,0,0,2024-12-30,2012-12-20,within an hour,100%,100%,t,t,t,Entire home,Entire home/apt,2.5 baths,"$3,500.00",t,2024-12-30,2014-07-16,2024-12-15,f
104,1,5,59.31691,18.06119,1,1.0,1.0,1.0,7,1125,7,7,1125,1125,16,16,16,280,75,8,1,4.58,4.61,4.57,4.69,4.8,4.84,4.51,,1,0,1,0,2024-12-30,2012-08-31,within a few hours,100%,41%,f,t,t,Private room in rental unit,Private room,1 shared bath,$350.00,t,2024-12-30,2014-02-07,2024-12-15,f
105,2,2,59.31128,18.06236,4,1.0,3.0,3.0,2,1125,2,2,1125,1125,6,19,29,79,139,17,2,4.88,4.86,4.58,4.93,4.94,4.89,4.76,,1,1,0,0,2024-12-30,2014-01-10,within an hour,100%,73%,t,t,t,Entire rental unit,Entire home/apt,1 bath,"$3,950.00",t,2024-12-30,2014-02-17,2024-12-24,f
106,1,1,59.34772,18.06245,4,1.0,2.0,2.0,7,1125,7,7,1125,1125,0,0,0,0,12,1,0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,,1,1,0,0,2024-12-30,2013-11-20,,,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2014-04-30,2024-08-13,t
107,1,2,59.30026,17.93944,5,1.0,3.0,2.0,2,1125,2,2,1125,1125,0,0,0,0,4,0,0,4.25,4.75,4.0,5.0,4.5,4.5,4.5,,1,1,0,0,2024-12-30,2013-06-10,,,,f,t,f,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2014-04-23,2014-08-15,f
108,2,2,59.34496,18.05438,2,1.0,1.0,1.0,4,730,4,4,1125,1125,19,37,61,300,249,39,3,4.94,4.94,4.87,4.97,4.95,4.9,4.84,,1,1,0,0,2024-12-30,2014-02-24,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,193.00",t,2024-12-30,2015-11-15,2024-12-17,f
109,1,6,59.33677,18.0272,2,1.0,1.0,1.0,7,100,7,7,100,100,30,60,90,365,7,0,0,4.43,4.57,4.0,4.71,4.86,4.86,4.29,,1,1,0,0,2024-12-30,2014-02-26,within a few hours,100%,79%,f,t,f,Entire rental unit,Entire home/apt,1 bath,$990.00,t,2024-12-30,2015-05-01,2018-09-16,f
110,1,1,59.34293,18.05353,6,2.0,3.0,4.0,6,50,6,6,50,50,3,3,3,115,15,3,0,5.0,5.0,4.93,5.0,5.0,4.93,5.0,,1,1,0,0,2024-12-30,2014-02-18,,,100%,f,t,t,Entire rental unit,Entire home/apt,2 baths,"$4,000.00",t,2024-12-30,2014-07-25,2024-08-04,f
111,1,1,59.33037567138672,18.064674377441406,6,1.0,4.0,2.0,1,1125,1,1,1125,1125,0,0,0,0,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,1,0,0,2024-12-30,2011-11-02,,,,f,t,t,Entire home,Entire home/apt,3 baths,,t,2024-12-30,,,f
112,1,2,59.3326,17.99644,2,1.0,1.0,2.0,3,1125,3,3,1125,1125,0,0,0,0,36,0,0,4.86,4.89,4.94,4.92,4.61,4.58,4.78,,1,1,0,0,2024-12-30,2014-03-05,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2014-06-04,2015-09-02,f
113,2,3,59.33362,17.98046,4,1.0,1.0,2.0,14,90,14,14,90,90,12,42,43,69,41,0,0,4.8,4.66,4.41,4.93,4.93,4.77,4.6,,1,1,0,0,2024-12-30,2013-06-15,within a few hours,100%,67%,f,t,t,Entire rental unit,Entire home/apt,1 bath,$700.00,t,2024-12-30,2014-05-04,2021-10-31,f
114,1,2,59.31434,18.06096,4,1.5,3.0,4.0,3,1125,3,5,1125,1125,0,0,0,0,138,13,1,4.99,4.96,4.96,4.97,4.95,4.95,4.82,,1,1,0,0,2024-12-30,2013-06-16,within an hour,100%,88%,t,t,t,Entire rental unit,Entire home/apt,1.5 baths,"$2,500.00",t,2024-12-30,2014-04-20,2024-12-27,f
115,3,23,59.26455,18.02296,5,2.0,3.0,5.0,1,1125,1,1,1125,1125,25,25,25,25,1,0,0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,,3,1,1,1,2024-12-30,2011-08-03,within an hour,100%,89%,t,t,t,Entire home,Entire home/apt,2 baths,"$1,900.00",t,2024-12-30,2015-07-05,2015-07-05,f
116,1,1,59.3088,17.9891,1,1.5,1.0,1.0,30,240,28,30,240,240,11,41,71,226,15,1,0,4.67,4.6,4.6,4.93,4.73,4.8,4.53,,1,0,1,0,2024-12-30,2012-04-23,,,14%,f,t,f,Private room in rental unit,Private room,1.5 shared baths,$459.00,t,2024-12-30,2015-09-19,2024-08-11,f
117,1,1,59.3398,18.00785,4,1.5,2.0,3.0,2,30,2,2,30,30,0,26,53,249,33,6,0,4.97,4.94,4.97,5.0,4.97,4.88,4.85,,1,1,0,0,2024-12-30,2014-03-23,a few days or more,40%,18%,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,"$1,850.00",t,2024-12-30,2014-06-03,2024-08-24,f
118,1,1,59.27644189999999,18.114881,6,2.0,5.0,4.0,5,20,5,5,20,20,0,0,0,120,6,3,0,5.0,4.83,5.0,5.0,5.0,5.0,4.67,,1,1,0,0,2024-12-30,2014-03-25,within an hour,100%,83%,f,t,t,Entire home,Entire home/apt,2 baths,"$2,000.00",t,2024-12-30,2023-07-16,2024-07-31,f
119,1,2,59.26278,18.07926,1,1.0,2.0,1.0,2,1125,2,2,1125,1125,0,0,0,151,122,13,0,4.82,4.87,4.73,4.94,4.92,4.71,4.87,,1,0,1,0,2024-12-30,2012-08-30,within a few hours,100%,95%,t,t,t,Private room in condo,Private room,1 shared bath,$390.00,t,2024-12-30,2014-08-29,2024-10-19,f
120,3,3,59.33761,18.10043,2,1.0,1.0,1.0,3,45,3,3,1125,1125,10,19,33,91,407,36,1,4.81,4.9,4.81,4.94,4.83,4.83,4.78,,1,1,0,0,2024-12-30,2013-08-06,within an hour,100%,99%,t,t,t,Entire loft,Entire home/apt,1 bath,$630.00,t,2024-12-30,2015-02-03,2024-12-15,f
121,1,1,59.3201,18.05927,3,1.0,2.0,2.0,3,1125,3,3,1125,1125,0,0,0,23,32,0,0,4.94,4.94,4.88,4.87,4.91,5.0,4.77,,1,1,0,0,2024-12-30,2014-03-26,a few days or more,0%,0%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,900.00",t,2024-12-30,2017-05-28,2023-11-19,f
122,1,1,59.30371,18.09832,3,1.0,2.0,2.0,3,30,3,3,30,30,0,0,0,0,104,19,1,4.83,4.84,4.86,4.82,4.91,4.49,4.72,,1,1,0,0,2024-12-30,2014-03-29,within a few hours,100%,79%,t,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2014-06-01,2024-12-01,f
123,1,3,59.34739540267094,18.04627356224557,2,1.0,1.0,2.0,3,10,3,3,10,10,0,0,0,0,153,16,0,4.8,4.88,4.62,4.98,4.96,4.82,4.76,,1,0,1,0,2024-12-30,2014-03-31,,,95%,t,t,t,Private room in rental unit,Private room,1 shared bath,,t,2024-12-30,2014-04-29,2024-09-15,f
124,1,1,59.30755,18.08037,2,1.0,1.0,3.0,1,365,1,1,365,365,9,21,31,259,187,15,1,4.72,4.8,4.78,4.86,4.88,4.88,4.7,,1,1,0,0,2024-12-30,2014-04-02,within a few hours,100%,85%,t,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,085.00",t,2024-12-30,2014-05-12,2024-12-08,f
125,1,3,59.31951,18.03471,5,1.0,2.0,2.0,3,20,3,3,20,20,0,0,0,0,54,9,1,4.93,4.91,4.87,4.93,4.96,4.91,4.85,,1,1,0,0,2024-12-30,2014-04-04,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,,t,2024-12-30,2014-06-23,2024-12-29,f
126,1,1,59.33831894360351,17.966414450750715,8,2.0,6.0,6.0,3,365,2,3,365,365,27,50,80,244,11,4,0,4.64,4.36,4.09,5.0,4.55,4.82,4.27,,1,1,0,0,2024-12-30,2014-04-06,within a day,100%,73%,f,t,t,Entire villa,Entire home/apt,2 baths,"$3,129.00",t,2024-12-30,2023-07-23,2024-11-25,f
127,1,2,59.2695,18.08182,4,1.5,3.0,3.0,2,365,2,2,365,365,0,0,0,0,8,8,1,5.0,5.0,4.63,5.0,5.0,5.0,5.0,,1,1,0,0,2024-12-30,2014-04-12,within a day,80%,17%,f,t,t,Entire home,Entire home/apt,1.5 baths,"$1,800.00",t,2024-12-30,2024-01-04,2024-12-26,f
128,1,1,59.32577896118164,17.931291580200195,6,2.0,4.0,4.0,6,1125,6,6,1125,1125,23,53,83,358,7,2,0,4.29,5.0,4.14,4.29,4.43,4.71,4.71,,1,1,0,0,2024-12-30,2014-04-21,,,,f,t,t,Entire villa,Entire home/apt,2 baths,"$1,500.00",t,2024-12-30,2022-07-04,2024-05-20,f
129,2,2,59.27538,17.97923,6,1.0,6.0,2.0,5,60,5,5,60,60,0,0,0,0,5,0,0,4.2,4.4,3.2,5.0,4.8,4.4,4.8,,1,1,0,0,2024-12-30,2014-04-22,within a few hours,100%,100%,f,t,t,Entire home,Entire home/apt,3 baths,,t,2024-12-30,2014-07-06,2015-08-08,f
130,3,3,59.33725,18.05207,6,2.0,4.0,5.0,2,1125,2,5,1125,1125,1,8,8,71,81,10,0,4.96,4.93,4.96,4.99,4.94,4.99,4.83,,1,1,0,0,2024-12-30,2014-04-22,within a few hours,100%,76%,t,t,t,Entire rental unit,Entire home/apt,2 baths,"$3,434.00",t,2024-12-30,2014-06-02,2024-07-14,f
131,1,1,59.27403,18.05435,2,1.0,1.0,1.0,30,1125,30,30,1125,1125,0,0,30,269,70,2,0,4.63,4.71,4.49,4.87,4.86,4.59,4.52,,1,1,0,0,2024-12-30,2013-09-18,,,57%,f,t,t,Entire rental unit,Entire home/apt,1 bath,$630.00,t,2024-12-30,2014-06-04,2024-08-16,f
132,1,3,59.30884,18.0841,4,1.0,4.0,2.0,6,1125,6,6,1125,1125,0,0,0,5,8,2,0,5.0,5.0,5.0,5.0,5.0,4.88,4.88,,1,1,0,0,2024-12-30,2011-06-08,within a day,100%,40%,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2015-07-12,2024-07-21,f
133,1,2,59.31048,18.06967,1,1.0,1.0,2.0,7,24,7,7,24,24,0,0,0,0,10,0,0,4.6,4.8,4.9,4.9,4.4,5.0,4.7,,1,0,1,0,2024-12-30,2014-05-02,,,0%,f,t,t,Private room in rental unit,Private room,1 shared bath,,t,2024-12-30,2014-09-08,2023-07-13,f
134,1,1,59.31678,18.04136,2,1.0,1.0,2.0,5,1125,5,5,1125,1125,0,0,0,0,10,0,0,4.7,4.8,5.0,4.7,5.0,4.8,4.5,,1,1,0,0,2024-12-30,2012-06-23,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2015-01-03,2023-08-05,f
135,20,20,59.31512,18.06252,4,1.0,2.0,2.0,3,60,1,3,1125,1125,19,36,47,232,219,26,4,4.89,4.93,4.89,4.94,4.97,4.93,4.77,,20,20,0,0,2024-12-30,2013-08-12,within an hour,100%,99%,t,t,t,Entire rental unit,Entire home/apt,1 bath,"$2,616.00",t,2024-12-30,2014-05-18,2024-12-19,f
136,2,2,59.33955430111881,18.078541237043964,5,2.0,3.0,3.0,1,21,1,1,21,21,29,59,89,269,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,1,0,0,2024-12-30,2014-05-09,,,0%,f,t,t,Entire rental unit,Entire home/apt,2 baths,"$15,000.00",t,2024-12-30,,,f
137,1,1,59.30812,18.06417,4,1.5,3.0,3.0,3,1125,3,3,1125,1125,4,11,41,316,52,4,0,4.85,4.6,4.9,4.87,4.94,4.79,4.71,,1,1,0,0,2024-12-30,2012-12-02,within an hour,100%,46%,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,"$4,000.00",t,2024-12-30,2014-06-02,2024-07-23,f
138,1,4,59.27691,18.00104,2,1.0,1.0,1.0,2,365,2,2,365,365,30,60,90,365,5,3,0,4.8,5.0,4.8,5.0,5.0,4.4,4.4,,1,0,1,0,2024-12-30,2013-08-28,within a day,100%,83%,f,t,t,Private room in guesthouse,Private room,1 private bath,"$1,200.00",t,2024-12-30,2023-05-06,2024-06-29,f
139,1,1,59.30856,18.08396,2,1.0,1.0,2.0,2,30,2,2,30,30,0,0,0,0,34,1,0,4.88,4.88,4.74,4.79,4.68,4.85,4.71,,1,1,0,0,2024-12-30,2014-05-13,,,100%,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,,t,2024-12-30,2014-05-26,2024-05-20,f
140,2,2,59.34316,18.04366,5,1.5,3.0,3.0,4,30,4,6,30,30,0,6,8,27,45,9,0,5.0,4.98,4.95,5.0,4.98,4.98,4.91,,1,1,0,0,2024-12-30,2013-06-07,within an hour,100%,93%,t,t,t,Entire rental unit,Entire home/apt,1.5 baths,"$3,450.00",t,2024-12-30,2014-07-26,2024-11-02,f
141,1,2,59.31377,18.01204,2,1.5,1.0,1.0,2,7,2,2,7,7,16,46,76,78,144,15,2,4.89,4.95,4.81,4.87,4.94,4.78,4.86,,1,0,1,0,2024-12-30,2013-01-17,within an hour,100%,96%,t,t,t,Private room in condo,Private room,1.5 shared baths,$550.00,t,2024-12-30,2014-06-03,2024-12-08,f
142,1,1,59.26879,18.07823,5,2.0,3.0,6.0,6,30,6,6,30,30,18,48,78,258,15,1,0,4.93,4.8,4.93,4.8,4.93,4.8,4.67,,1,1,0,0,2024-12-30,2014-04-16,within an hour,100%,50%,f,t,t,Entire villa,Entire home/apt,2 baths,"$2,600.00",t,2024-12-30,2015-06-28,2024-06-28,f
143,4,4,59.30472,17.97565,1,2.0,1.0,2.0,30,1125,30,30,1125,1125,29,59,89,364,11,0,0,3.91,4.36,3.18,4.73,4.36,4.45,4.09,,4,0,4,0,2024-12-30,2013-08-25,within a day,50%,31%,f,t,t,Private room in rental unit,Private room,2 shared baths,$229.00,t,2024-12-30,2014-06-02,2022-06-05,f
144,1,2,59.29722,17.942,2,1.0,2.0,2.0,1,1125,1,1,1125,1125,0,0,0,0,69,0,0,4.62,4.7,4.57,4.9,4.85,4.38,4.59,,1,0,1,0,2024-12-30,2013-10-02,,,,f,t,f,Private room in rental unit,Private room,1 shared bath,,,2024-12-30,2014-06-02,2017-11-04,f
145,4,7,59.32445,17.93222,7,2.5,5.0,6.0,5,20,5,7,20,20,0,0,0,27,12,0,0,5.0,4.92,5.0,5.0,5.0,4.83,5.0,,1,1,0,0,2024-12-30,2014-05-23,within an hour,100%,92%,t,t,t,Entire home,Entire home/apt,2.5 baths,"$3,900.00",t,2024-12-30,2015-07-15,2023-08-06,f
146,1,1,59.31742,18.07368,4,1.0,2.0,2.0,6,100,6,6,100,100,0,0,0,0,16,5,0,4.75,4.63,4.88,4.88,4.75,5.0,4.56,,1,1,0,0,2024-12-30,2014-05-24,,,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2015-08-21,2024-08-31,f
147,1,1,59.31686,18.04892,5,1.0,3.0,3.0,3,12,3,3,12,12,23,53,83,263,14,4,0,4.86,4.79,4.57,5.0,4.93,4.86,4.64,,1,1,0,0,2024-12-30,2014-05-24,within a day,75%,56%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$3,500.00",t,2024-12-30,2018-06-03,2024-08-09,f
148,1,1,59.34044,18.03928,4,1.0,2.0,2.0,4,50,4,4,50,50,14,18,18,18,21,1,0,4.76,4.86,4.81,4.95,4.95,4.9,4.65,,1,1,0,0,2024-12-30,2013-08-07,,,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$3,200.00",t,2024-12-30,2014-06-29,2024-07-29,f
149,2,2,59.32873,18.02867,4,1.0,3.0,2.0,5,1125,5,5,1125,1125,0,0,0,0,5,0,0,4.6,4.8,4.4,5.0,4.8,5.0,5.0,,2,1,1,0,2024-12-30,2013-07-22,,,63%,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2014-07-16,2017-01-04,f
150,1,1,59.31368,18.09296,4,1.0,3.0,2.0,5,365,5,5,365,365,0,0,0,0,14,0,0,4.86,4.5,4.57,5.0,5.0,4.92,4.46,,1,1,0,0,2024-12-30,2014-06-07,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2015-06-24,2018-08-15,f
151,1,1,59.31687,18.03622,5,2.0,4.0,6.0,4,30,4,4,30,30,3,9,12,198,13,8,1,5.0,5.0,4.92,5.0,5.0,4.92,5.0,,1,1,0,0,2024-12-30,2014-06-09,within a day,100%,56%,f,t,t,Entire rental unit,Entire home/apt,2 baths,"$3,200.00",t,2024-12-30,2023-07-15,2024-12-27,f
152,3,5,59.33595,18.05487,8,1.0,1.0,8.0,1,1125,1,1,7,7,0,0,0,146,93,4,0,4.62,4.7,4.52,4.75,4.72,4.9,4.66,,3,3,0,0,2024-12-30,2012-12-11,within an hour,100%,98%,t,t,t,Entire rental unit,Entire home/apt,1 bath,"$3,026.00",t,2024-12-30,2014-10-16,2024-02-18,t
153,3,3,59.323811,18.071344,4,1.0,3.0,3.0,2,60,2,2,1125,1125,22,45,71,227,55,13,1,4.75,4.76,4.76,4.87,4.89,4.96,4.75,,3,3,0,0,2024-12-30,2013-12-18,within an hour,100%,99%,t,t,t,Entire rental unit,Entire home/apt,1 bath,"$3,629.00",t,2024-12-30,2014-07-07,2024-12-09,f
154,1,1,59.29735,18.07939,4,1.0,2.0,3.0,3,1125,2,3,1125,1125,0,6,7,13,121,14,0,4.6,4.73,4.23,4.83,4.85,4.73,4.6,,1,1,0,0,2024-12-30,2014-06-14,within a few hours,100%,62%,t,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,100.00",t,2024-12-30,2014-08-02,2024-11-03,f
155,3,3,59.32381,18.07134,2,1.0,1.0,2.0,2,30,2,2,30,30,1,19,37,228,156,37,1,4.92,4.93,4.95,4.97,4.97,4.92,4.81,,3,3,0,0,2024-12-30,2013-12-18,within an hour,100%,99%,t,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,533.00",t,2024-12-30,2018-05-25,2024-12-09,t
